DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2019-09-18,46.857,46.857,45.985,46.506,15.03
2019-09-17,46.785,46.869,46.156,46.695,19.89
2019-09-16,46.65,46.996,46.471,46.92,13.35
2019-09-13,47.423,47.639,46.951,47.225,18.01
2019-09-12,47.639,47.935,46.798,47.648,23.31
2019-09-11,46.38,47.45,46.183,47.45,18.97
2019-09-10,46.138,46.596,45.684,46.578,18.53
2019-09-09,45.895,46.767,45.859,46.371,20.75
2019-09-06,45.167,45.832,45.005,45.769,17.07
2019-09-05,44.875,45.994,44.825,45.032,30.02
2019-09-04,42.749,43.998,42.731,43.971,23.47
2019-09-03,42.353,42.443,41.792,42.228,15.01
2019-08-30,42.461,42.956,42.389,42.614,16.92
2019-08-29,41.76,42.443,41.706,42.129,17.81
2019-08-28,41.077,41.266,40.781,41.158,14.90
2019-08-27,41.23,41.455,40.897,41.158,16.93
2019-08-26,41.185,41.185,40.673,40.951,22.09
2019-08-23,41.661,41.913,40.268,40.412,32.82
2019-08-22,42.497,42.632,41.967,42.048,19.79
2019-08-21,42.344,42.506,42.147,42.38,15.92
2019-08-20,42.273,42.353,41.76,41.886,23.12
2019-08-19,42.659,42.785,42.282,42.452,21.40
2019-08-16,41.652,41.958,41.401,41.796,23.34
2019-08-15,41.437,41.509,40.839,41.077,21.99
2019-08-14,41.401,41.909,41.032,41.23,25.65
2019-08-13,40.888,42.286,40.772,42.102,29.37
2019-08-12,41.131,41.41,40.843,40.987,18.49
2019-08-09,42.192,42.246,41.149,41.329,24.98
2019-08-08,41.491,42.574,41.266,42.398,30.64
2019-08-07,41.616,42.138,41.32,42.003,29.44
2019-08-06,42.38,42.749,42.034,42.21,26.12
2019-08-05,42.641,42.819,41.578,41.936,38.94
2019-08-02,43.828,44.069,43.302,43.462,27.88
2019-08-01,45.105,46.328,44.168,44.194,34.02
2019-07-31,45.989,46.176,44.685,45.132,24.17
2019-07-30,46.167,46.703,46.034,46.159,16.49
2019-07-29,46.007,46.926,45.337,46.882,21.90
2019-07-26,47.042,47.766,46.007,46.06,36.40
2019-07-25,46.882,46.962,46.319,46.569,27.77
2019-07-24,46.409,47.292,46.248,47.248,20.90
2019-07-23,46.426,46.426,45.801,46.203,18.41
2019-07-22,44.645,45.993,44.543,45.846,21.69
2019-07-19,44.605,45.23,44.56,44.882,29.14
2019-07-18,43.998,44.632,43.65,44.587,15.68
2019-07-17,44.194,44.373,43.962,44.096,11.93
2019-07-16,44.56,44.641,43.712,43.90,17.13
2019-07-15,44.641,44.864,44.435,44.748,14.35
2019-07-12,43.748,44.578,43.578,44.569,20.15
2019-07-11,43.355,43.552,43.132,43.391,16.62
2019-07-10,42.784,43.40,42.766,43.043,16.03
2019-07-09,42.284,42.677,42.078,42.632,17.85
2019-07-08,42.516,42.81,42.025,42.694,16.56
2019-07-05,42.882,43.011,42.355,42.927,14.34
2019-07-03,43.016,43.355,42.851,43.319,10.74
2019-07-02,42.775,43.052,42.578,42.962,15.38
2019-07-01,44.007,44.15,42.627,42.90,27.51
2019-06-28,42.65,43.034,42.569,42.739,26.65
2019-06-27,42.989,43.23,42.177,42.373,23.06
2019-06-26,42.543,43.284,42.462,43.025,21.89
2019-06-25,42.462,42.569,41.784,41.828,16.67
2019-06-24,42.319,42.717,42.114,42.525,14.48
2019-06-21,41.918,42.614,41.784,42.373,31.10
2019-06-20,42.739,42.90,41.846,42.132,20.13
2019-06-19,42.391,42.48,41.962,42.025,17.44
2019-06-18,41.739,42.855,41.605,42.293,25.73
2019-06-17,41.194,41.543,40.891,41.186,12.64
2019-06-14,40.918,41.444,40.664,41.239,15.38
2019-06-13,41.605,41.922,41.543,41.694,12.27
2019-06-12,41.668,41.668,41.293,41.355,15.90
2019-06-11,42.194,42.248,41.534,41.828,18.42
2019-06-10,41.275,42.132,41.248,41.784,20.81
2019-06-07,40.40,41.177,40.266,41.096,24.37
2019-06-06,39.953,40.328,39.735,40.266,19.08
2019-06-05,40.275,40.337,39.454,39.775,20.80
2019-06-04,39.427,40.047,39.079,39.989,28.09
2019-06-03,39.507,39.806,38.57,38.802,31.16
2019-05-31,39.445,39.989,39.221,39.32,25.53
2019-05-30,39.552,40.203,39.489,39.936,21.62
2019-05-29,38.704,39.757,38.689,39.489,28.45
2019-05-28,39.873,39.90,38.659,38.90,34.78
2019-05-24,39.811,40.221,39.721,39.793,27.17
2019-05-23,38.721,39.945,38.266,39.757,35.78
2019-05-22,39.418,39.695,39.145,39.284,16.93
2019-05-21,39.587,39.98,39.44,39.695,25.54
2019-05-20,39.284,39.748,38.796,38.891,28.67
2019-05-17,40.337,40.828,39.966,40.078,22.50
2019-05-16,40.596,41.025,40.552,40.65,19.95
2019-05-15,40.105,40.846,39.962,40.73,23.41
2019-05-14,40.337,40.61,40.061,40.328,24.71
2019-05-13,40.471,40.748,39.909,39.962,39.09
2019-05-10,41.462,41.784,40.266,41.248,42.52
2019-05-09,42.766,43.114,41.114,41.623,59.64
2019-05-08,44.819,45.346,43.81,43.962,36.81
2019-05-07,45.176,45.426,44.578,45.069,29.71
2019-05-06,44.864,45.784,44.81,45.73,26.25
2019-05-03,45.327,45.984,45.017,45.922,25.66
2019-05-02,45.079,45.545,44.476,44.857,22.66
2019-05-01,45.345,45.789,45.026,45.043,20.47
2019-04-30,45.256,45.638,45.141,45.292,27.13
2019-04-29,46.295,46.525,45.256,45.354,42.14
2019-04-26,46.80,47.111,45.718,46.525,72.36
2019-04-25,51.734,51.805,50.785,51.122,27.95
2019-04-24,51.93,52.613,51.592,52.107,17.72
2019-04-23,52.258,52.338,51.912,52.16,17.74
2019-04-22,51.601,52.205,51.362,52.196,12.33
2019-04-18,52.098,52.249,51.578,51.903,20.46
2019-04-17,51.859,52.879,51.575,51.965,38.79
2019-04-16,50.279,50.998,49.755,50.323,30.30
2019-04-15,50.101,50.186,49.622,49.942,11.68
2019-04-12,49.88,50.128,49.551,50.066,12.91
2019-04-11,49.48,49.755,49.365,49.516,10.85
2019-04-10,49.09,49.569,49.09,49.471,13.08
2019-04-09,49.117,49.188,48.717,49.09,13.34
2019-04-08,49.054,49.463,48.983,49.409,11.76
2019-04-05,49.471,49.649,48.691,49.338,19.27
2019-04-04,49.046,49.818,49.046,49.622,16.52
2019-04-03,48.833,49.684,48.708,49.232,24.55
2019-04-02,48.389,48.628,48.118,48.238,13.70
2019-04-01,48.22,48.424,48.007,48.371,17.83
2019-03-29,47.741,47.954,47.457,47.652,18.74
2019-03-28,47.253,47.422,46.827,47.129,13.61
2019-03-27,47.555,47.794,46.978,47.173,19.66
2019-03-26,47.315,47.714,47.067,47.422,17.72
2019-03-25,47.005,47.515,46.477,46.836,16.97
2019-03-22,48.273,48.464,47.218,47.262,21.44
2019-03-21,47.848,48.797,47.777,48.486,19.13
2019-03-20,47.972,48.273,47.572,47.759,24.33
2019-03-19,48.336,48.491,47.919,48.069,18.27
2019-03-18,48.291,48.367,47.803,48.007,16.27
2019-03-15,47.635,48.531,47.635,48.211,46.49
2019-03-14,48.185,48.318,47.324,47.422,26.65
2019-03-13,47.919,48.424,47.608,48.247,25.52
2019-03-12,47.333,47.883,47.186,47.537,20.78
2019-03-11,46.925,47.608,46.65,47.342,18.96
2019-03-08,46.117,46.641,45.878,46.57,16.79
2019-03-07,46.827,47.018,46.463,46.676,17.80
2019-03-06,47.59,47.608,46.978,46.987,14.74
2019-03-05,47.785,47.91,47.129,47.635,21.06
2019-03-04,47.697,48.007,47.213,47.865,21.71
2019-03-01,47.422,47.635,46.934,47.297,18.36
2019-02-28,46.96,47.191,46.863,46.996,18.39
2019-02-27,46.818,47.368,46.596,47.244,17.59
2019-02-26,47.04,47.359,46.951,47.235,16.08
2019-02-25,47.084,47.572,46.907,47.12,20.71
2019-02-22,46.765,47.009,46.193,46.579,31.93
2019-02-21,45.54,46.002,45.443,45.62,16.16
2019-02-20,45.815,45.904,45.31,45.602,21.61
2019-02-19,45.567,45.886,45.558,45.611,15.61
2019-02-15,45.478,45.851,45.336,45.842,22.52
2019-02-14,44.733,45.292,44.68,45.088,17.55
2019-02-13,44.484,45.088,44.369,44.786,17.71
2019-02-12,43.801,44.493,43.721,44.378,18.05
2019-02-11,43.499,43.766,43.109,43.278,18.00
2019-02-08,43.278,43.499,42.603,43.34,18.85
2019-02-07,43.925,44.236,43.198,43.686,27.83
2019-02-06,44.325,44.937,44.209,44.28,21.65
2019-02-05,43.366,44.721,43.366,44.098,31.64
2019-02-04,42.873,43.419,42.538,43.402,20.91
2019-02-01,41.497,43.252,41.453,42.97,37.44
2019-01-31,41.18,41.603,40.651,41.55,43.05
2019-01-30,41.162,42.044,40.959,41.92,26.93
2019-01-29,41.25,41.418,40.853,41.039,20.99
2019-01-28,40.677,41.206,40.606,41.188,35.93
2019-01-25,41.312,41.823,40.342,41.479,86.47
2019-01-24,42.943,44.12,42.855,43.878,50.58
2019-01-23,42.688,43.031,41.903,42.273,18.96
2019-01-22,43.172,43.19,42.211,42.564,25.94
2019-01-18,43.305,43.543,42.934,43.375,29.87
2019-01-17,42.326,43.067,42.242,42.74,17.45
2019-01-16,42.855,43.111,42.397,42.441,19.06
2019-01-15,42.952,43.322,42.714,42.855,22.48
2019-01-14,42.732,43.058,42.591,42.635,19.19
2019-01-11,42.414,43.464,42.37,43.146,21.75
2019-01-10,42.106,42.899,41.806,42.82,27.20
2019-01-09,42.291,42.829,42.132,42.335,22.55
2019-01-08,42.15,42.352,41.25,42.097,22.75
2019-01-07,41.532,42.322,41.224,41.832,22.74
2019-01-04,40.417,41.947,40.157,41.638,35.45
2019-01-03,40.695,40.809,39.143,39.231,32.27
2019-01-02,40.527,41.859,40.36,41.515,18.77
2018-12-31,41.524,41.867,41.047,41.382,20.49
2018-12-28,41.012,42.097,40.827,41.224,24.73
2018-12-27,40.227,40.897,39.39,40.88,29.97
2018-12-26,38.799,40.739,38.367,40.73,28.68
2018-12-24,39.354,39.831,38.393,38.437,19.24
2018-12-21,40.342,41.136,39.504,39.54,52.77
2018-12-20,40.042,40.836,39.689,40.157,37.75
2018-12-19,41.876,42.088,40.016,40.183,39.72
2018-12-18,41.859,42.723,41.762,42.097,29.01
2018-12-17,42.203,42.688,41.144,41.515,26.60
2018-12-14,42.229,42.996,42.194,42.203,26.37
2018-12-13,42.555,42.837,42.198,42.582,19.53
2018-12-12,42.837,42.89,41.806,42.176,31.31
2018-12-11,42.238,42.846,41.559,41.779,23.85
2018-12-10,40.809,41.85,40.571,41.629,23.29
2018-12-07,42.273,42.379,40.765,40.774,34.02
2018-12-06,41.268,42.67,41.021,42.652,31.66
2018-12-04,43.666,43.737,42.039,42.106,35.40
2018-12-03,44.09,44.526,43.675,44.204,30.87
2018-11-30,42.282,43.49,41.938,43.481,43.31
2018-11-29,42.758,42.82,42.00,42.061,23.59
2018-11-28,42.269,43.102,42.017,43.084,28.00
2018-11-27,41.391,42.52,41.083,42.388,27.62
2018-11-26,41.682,41.85,41.18,41.841,20.72
2018-11-23,41.171,41.506,41.021,41.039,8.91
2018-11-21,42.194,42.22,41.462,41.471,19.01
2018-11-20,41.797,42.432,41.524,41.788,29.20
2018-11-19,42.864,43.34,42.132,42.326,26.86
2018-11-16,42.123,43.252,42.053,43.058,31.67
2018-11-15,41.453,42.538,41.197,42.423,29.58
2018-11-14,42.194,42.295,41.347,41.524,25.63
2018-11-13,41.435,42.546,41.435,41.788,29.32
2018-11-12,42.07,42.15,41.091,41.136,24.41
2018-11-09,43.023,43.23,42.211,42.423,21.76
2018-11-08,42.758,43.463,42.732,43.199,26.58
2018-11-07,42.00,42.987,41.964,42.961,29.91
2018-11-06,42.15,42.255,41.471,41.665,23.84
2018-11-05,41.483,42.28,41.115,42.035,23.75
2018-11-02,42.175,42.28,40.966,41.281,30.76
2018-11-01,41.141,42.473,41.062,42.254,28.34
2018-10-31,42.315,42.552,41.036,41.08,33.37
2018-10-30,39.897,41.956,39.836,41.851,43.98
2018-10-29,40.747,40.966,38.942,39.783,35.73
2018-10-26,39.949,40.694,39.17,40.037,67.28
2018-10-25,38.153,39.38,37.925,38.828,48.26
2018-10-24,38.696,38.872,37.119,37.172,33.63
2018-10-23,38.714,39.511,38.477,38.994,38.59
2018-10-22,38.994,39.73,38.644,39.441,34.51
2018-10-19,39.45,39.59,38.433,38.556,28.37
2018-10-18,40.002,40.09,39.283,39.406,26.64
2018-10-17,40.309,40.598,39.906,40.212,23.12
2018-10-16,39.345,40.317,39.279,40.256,21.47
2018-10-15,39.108,39.555,38.942,39.021,21.63
2018-10-12,39.669,39.733,38.758,39.327,32.09
2018-10-11,39.564,39.967,38.32,38.758,43.65
2018-10-10,40.361,40.414,39.257,39.257,43.11
2018-10-09,41.343,41.728,40.782,40.791,23.29
2018-10-08,41.15,41.492,40.764,41.211,19.38
2018-10-05,42.263,42.359,40.887,41.211,28.90
2018-10-04,42.797,42.815,41.728,42.175,30.11
2018-10-03,42.605,43.568,42.552,42.727,39.21
2018-10-02,41.632,42.832,41.465,42.149,42.12
2018-10-01,41.001,41.378,40.484,40.703,23.80
2018-09-28,39.976,41.842,39.836,41.439,46.22
2018-09-27,40.23,40.453,40.072,40.204,15.42
2018-09-26,40.344,40.572,39.941,40.046,23.96
2018-09-25,40.501,40.65,40.133,40.23,23.39
2018-09-24,40.58,41.185,40.44,41.106,17.85
2018-09-21,41.29,41.552,40.633,40.887,52.65
2018-09-20,40.992,41.50,40.764,41.36,22.00
2018-09-19,40.388,40.694,40.212,40.44,15.92
2018-09-18,39.941,40.773,39.792,40.396,20.53
2018-09-17,39.687,40.221,39.599,39.80,17.60
2018-09-14,40.116,40.278,39.739,39.906,23.00
2018-09-13,40.028,40.177,39.529,39.932,18.66
2018-09-12,39.047,39.415,38.609,39.371,29.78
2018-09-11,40.309,40.335,39.336,39.371,32.46
2018-09-10,40.799,40.975,40.51,40.572,21.52
2018-09-07,41.106,41.606,40.624,40.703,25.96
2018-09-06,41.851,42.026,41.369,41.413,19.32
2018-09-05,41.842,42.166,41.597,41.816,20.86
2018-09-04,42.394,42.435,41.676,42.026,15.68
2018-08-31,42.026,42.552,41.991,42.438,16.48
2018-08-30,42.517,42.789,42.14,42.272,16.42
2018-08-29,42.675,42.815,42.412,42.718,13.48
2018-08-28,42.543,42.754,42.333,42.561,13.47
2018-08-27,42.061,42.403,41.737,42.368,17.17
2018-08-24,41.439,41.965,41.255,41.763,18.21
2018-08-23,41.062,41.334,40.931,41.167,31.34
2018-08-22,41.404,41.492,41.115,41.229,23.18
2018-08-21,40.887,41.93,40.87,41.728,19.25
2018-08-20,41.229,41.29,40.475,40.747,24.33
2018-08-17,41.185,41.527,40.598,41.273,26.38
2018-08-16,41.842,42.017,41.229,41.334,24.36
2018-08-15,41.868,42.061,41.097,41.588,26.74
2018-08-14,42.648,42.727,41.755,42.166,23.06
2018-08-13,42.867,43.148,42.394,42.456,17.07
2018-08-10,42.508,43.087,42.324,42.806,28.71
2018-08-09,43.691,44.34,43.568,43.936,23.80
2018-08-08,43.463,43.928,43.323,43.779,22.00
2018-08-07,43.314,43.665,43.297,43.551,28.32
2018-08-06,42.736,43.209,42.342,43.20,26.67
2018-08-03,43.113,43.357,42.826,43.227,22.01
2018-08-02,42.242,43.131,41.981,43.096,26.45
2018-08-01,41.855,42.60,41.807,42.512,28.06
2018-07-31,42.016,42.396,41.537,41.894,36.58
2018-07-30,41.485,41.798,40.44,41.537,35.70
2018-07-27,42.469,42.852,41.354,41.528,67.82
2018-07-26,45.683,46.319,45.178,45.43,28.28
2018-07-25,45.474,45.683,44.498,45.665,19.89
2018-07-24,45.953,46.423,45.356,45.448,17.79
2018-07-23,45.091,45.722,44.707,45.561,15.95
2018-07-20,45.143,45.352,44.707,45.213,17.39
2018-07-19,44.943,45.30,44.463,45.273,15.95
2018-07-18,45.178,45.265,44.825,45.047,14.65
2018-07-17,44.463,45.185,44.429,45.073,15.75
2018-07-16,45.422,45.57,45.178,45.30,15.95
2018-07-13,45.639,45.657,45.082,45.483,13.75
2018-07-12,45.334,45.709,45.056,45.596,20.29
2018-07-11,45.021,45.178,44.585,44.594,18.67
2018-07-10,45.378,45.517,45.152,45.43,17.36
2018-07-09,44.977,45.195,44.42,45.169,21.36
2018-07-06,44.22,44.855,43.897,44.742,19.97
2018-07-05,43.532,44.385,43.331,44.202,26.16
2018-07-03,44.054,44.298,43.053,43.087,16.33
2018-07-02,42.713,43.784,42.53,43.723,23.76
2018-06-29,43.14,43.645,43.113,43.296,28.91
2018-06-28,42.312,43.105,42.242,42.896,29.06
2018-06-27,42.974,43.601,42.46,42.469,33.34
2018-06-26,43.505,43.906,42.992,43.262,37.54
2018-06-25,44.568,45.073,43.471,44.167,45.36
2018-06-22,45.831,46.24,45.552,45.726,34.68
2018-06-21,47.364,47.494,45.239,45.456,44.44
2018-06-20,46.327,46.811,45.892,46.563,21.40
2018-06-19,45.413,46.118,45.186,46.101,31.78
2018-06-18,47.294,47.294,45.587,46.354,40.76
2018-06-15,48.052,48.235,47.538,48.00,39.19
2018-06-14,48.296,48.653,48.061,48.374,23.42
2018-06-13,47.886,48.514,47.825,47.93,22.63
2018-06-12,47.791,47.93,47.224,47.747,23.29
2018-06-11,47.73,47.982,47.259,47.486,25.75
2018-06-08,48.392,48.514,47.608,47.947,30.82
2018-06-07,49.576,49.646,48.444,48.67,27.60
2018-06-06,49.236,49.698,48.845,49.672,22.96
2018-06-05,49.559,49.75,48.962,49.236,21.69
2018-06-04,49.655,50.168,49.45,49.498,22.54
2018-06-01,48.635,49.733,48.601,49.715,31.18
2018-05-31,48.487,48.653,47.956,48.078,30.96
2018-05-30,48.679,48.949,48.44,48.496,24.71
2018-05-29,48.008,48.609,47.738,48.183,24.25
2018-05-25,47.73,48.339,47.503,48.287,18.55
2018-05-24,48.061,48.165,47.146,47.686,19.67
2018-05-23,47.033,48.104,46.894,48.087,20.56
2018-05-22,47.669,47.947,47.076,47.425,19.01
2018-05-21,47.346,48.095,46.911,47.312,25.37
2018-05-18,47.494,47.503,46.571,46.597,23.68
2018-05-17,47.512,48.287,47.399,47.738,16.87
2018-05-16,47.181,47.643,46.994,47.59,16.26
2018-05-15,47.538,47.686,46.65,46.963,21.71
2018-05-14,47.704,48.113,47.677,47.817,21.88
2018-05-11,47.573,48.069,47.407,47.616,15.41
2018-05-10,47.512,47.904,47.12,47.886,18.72
2018-05-09,46.824,47.355,46.327,47.329,19.83
2018-05-08,46.419,46.711,45.988,46.711,21.03
2018-05-07,46.04,46.667,46.014,46.449,20.29
2018-05-04,44.96,46.023,44.42,45.97,25.64
2018-05-03,44.936,45.516,44.347,45.274,28.56
2018-05-02,45.975,46.07,45.161,45.299,25.78
2018-05-01,44.719,46.261,44.546,46.183,27.60
2018-04-30,45.516,46.217,44.347,44.702,36.42
2018-04-27,48.01,48.313,45.23,45.663,69.89
2018-04-26,45.256,46.131,45.092,45.94,39.58
2018-04-25,44.91,45.118,43.819,44.494,25.75
2018-04-24,44.918,46.451,44.286,44.555,42.49
2018-04-23,44.762,44.936,44.035,44.252,21.71
2018-04-20,45.178,45.274,44.061,44.624,26.91
2018-04-19,45.854,45.862,44.693,45.222,25.42
2018-04-18,46.347,47.07,46.191,46.425,22.16
2018-04-17,45.819,46.503,45.802,46.365,21.23
2018-04-16,45.282,45.49,44.849,45.377,18.86
2018-04-13,45.949,46.079,44.685,44.91,20.88
2018-04-12,44.589,46.13,44.555,45.655,29.78
2018-04-11,44.156,44.797,44.009,44.252,17.57
2018-04-10,44.269,44.589,43.594,44.399,26.42
2018-04-09,42.572,44.26,42.572,42.909,31.44
2018-04-06,43.117,43.645,42.00,42.251,28.22
2018-04-05,43.308,43.922,43.273,43.628,25.12
2018-04-04,41.654,43.438,41.576,43.29,30.37
2018-04-03,42.433,43.264,41.922,43.083,39.43
2018-04-02,44.763,45.066,40.952,42.364,67.19
2018-03-29,43.282,45.10,43.186,45.10,45.27
2018-03-28,43.732,43.905,42.442,42.953,37.97
2018-03-27,45.906,46.114,43.975,44.33,38.78
2018-03-26,43.94,45.455,43.576,45.447,39.31
2018-03-23,43.81,44.156,42.745,42.745,37.68
2018-03-22,43.94,44.996,43.819,44.018,30.92
2018-03-21,44.641,45.178,44.312,44.65,23.24
2018-03-20,44.061,44.867,44.035,44.641,22.21
2018-03-19,43.94,44.364,43.238,44.018,31.12
2018-03-16,44.312,44.771,44.156,44.312,42.56
2018-03-15,45.23,45.291,44.061,44.061,25.63
2018-03-14,45.083,45.183,44.434,44.91,24.99
2018-03-13,45.481,46.572,44.503,44.841,45.57
2018-03-12,44.91,44.988,43.732,44.615,32.04
2018-03-09,44.399,45.291,44.165,45.196,32.73
2018-03-08,44.849,45.10,43.706,43.94,29.48
2018-03-07,43.455,44.585,43.386,44.442,31.80
2018-03-06,43.438,44.451,43.429,43.914,39.13
2018-03-05,42.061,43.122,41.603,43.083,30.83
2018-03-02,40.874,42.476,40.666,42.416,33.31
2018-03-01,42.866,43.052,41.108,41.429,36.33
2018-02-28,43.455,43.594,42.676,42.684,35.54
2018-02-27,42.754,44.078,42.702,43.221,43.62
2018-02-26,41.74,42.546,41.654,42.528,26.99
2018-02-23,40.13,41.385,40.099,41.333,26.04
2018-02-22,39.956,40.32,39.506,39.662,16.95
2018-02-21,40.415,40.753,39.766,39.783,27.53
2018-02-20,39.368,40.45,39.307,40.112,25.51
2018-02-16,39.675,40.346,39.411,39.454,21.48
2018-02-15,39.731,39.826,38.926,39.766,23.54
2018-02-14,38.164,39.411,38.138,39.298,19.92
2018-02-13,38.614,38.774,38.324,38.502,19.52
2018-02-12,38.233,39.108,38.181,38.822,28.38
2018-02-09,37.67,38.346,36.406,38.06,49.30
2018-02-08,39.212,39.333,37.012,37.021,43.15
2018-02-07,38.605,40.095,38.398,39.142,37.51
2018-02-06,38.121,38.909,37.263,38.891,58.15
2018-02-05,39.868,40.65,38.276,38.294,47.87
2018-02-02,40.702,41.106,39.653,39.696,28.66
2018-02-01,41.025,41.691,40.814,40.986,28.84
2018-01-31,42.345,42.362,40.909,41.407,41.62
2018-01-30,42.56,43.059,41.924,41.967,32.81
2018-01-29,42.663,43.738,42.465,42.99,46.30
2018-01-26,41.614,43.136,41.39,43.076,86.92
2018-01-25,39.463,39.885,38.853,38.965,36.76
2018-01-24,39.481,39.679,38.672,39.145,32.46
2018-01-23,39.403,39.644,39.248,39.618,22.14
2018-01-22,38.535,39.386,38.526,39.352,27.71
2018-01-19,38.38,38.612,38.061,38.552,25.78
2018-01-18,38.19,38.479,37.993,38.259,26.83
2018-01-17,37.455,38.233,37.425,38.182,32.37
2018-01-16,37.459,37.666,36.887,37.107,38.37
2018-01-12,37.373,37.502,36.995,37.193,29.97
2018-01-11,36.814,37.485,36.513,37.339,35.37
2018-01-10,37.27,37.502,36.505,36.556,45.73
2018-01-09,38.449,38.569,37.408,37.52,44.28
2018-01-08,38.079,38.569,37.812,38.483,33.73
2018-01-05,38.216,38.836,37.76,38.483,41.82
2018-01-04,37.434,38.406,36.72,38.216,89.21
2018-01-03,39.111,39.747,37.545,38.93,116.48
